SaleID,CustomerID,ProductID,Quantity,Price,SaleDate,CustomerName,ProductName,Region,SalesRep,TotalAmount,SalesDate
427,7669,34,8,106.37,2022-07-21 00:00:00,Kenneth King,Smartphone,North America,Eric Garcia,850.9600,2022-07-21
428,5409,284,10,1366.44,2020-05-19 00:00:00,James Montoya,Headphones,Australia,Karen Warren,13664.4000,2020-05-19
429,3057,156,10,843.15,2019-06-21 00:00:00,Meredith Gray,Headphones,Africa,Paul Lambert,8431.5000,2019-06-21
430,9199,105,3,777.95,2019-12-11 00:00:00,Christine Thompson,Headphones,Europe,Robert Cruz,2333.8500,2019-12-11
431,9806,488,7,1924.64,2022-02-10 00:00:00,Laura Clark,Monitor,North America,Robert Martin,13472.4800,2022-02-10
432,1016,417,8,1924.17,2022-06-25 00:00:00,Anthony Olson,Tablet,Africa,William Tran,15393.3600,2022-06-25
433,3742,1,1,1870.34,2021-09-14 00:00:00,Joanne Schultz,Tablet,Australia,Tara Vega,1870.3400,2021-09-14
434,5110,430,7,1998.52,2023-09-22 00:00:00,Shelly Hoffman,Mouse,Europe,Donald Palmer,13989.6400,2023-09-22
435,9361,145,1,364.76,2021-12-29 00:00:00,Renee Blankenship,Keyboard,North America,Kyle Richard,364.7600,2021-12-29
436,5925,46,7,1411.94,2023-08-28 00:00:00,Jamie Stuart,Smartphone,Africa,Kimberly Bailey,9883.5800,2023-08-28
437,5578,450,7,461.16,2021-10-30 00:00:00,Erin Green,Headphones,Asia,Brian Morales DDS,3228.1200,2021-10-30
438,6613,326,5,1960.3,2022-12-20 00:00:00,Raymond Neal,Monitor,Asia,Edward Pearson,9801.5000,2022-12-20
439,5029,340,6,716.18,2021-07-30 00:00:00,Stephanie Khan,Keyboard,Asia,Jon Fields,4297.0800,2021-07-30
440,1260,468,3,1310.56,2019-01-05 00:00:00,Elizabeth Peterson,Keyboard,South America,John Whitehead,3931.6800,2019-01-05
441,1070,462,1,1361.78,2021-04-26 00:00:00,Jordan Thomas,Keyboard,Africa,Laura Perez,1361.7800,2021-04-26
442,9011,391,7,1099.36,2023-06-01 00:00:00,Justin Weber,Mouse,Africa,Jasmine Thomas,7695.5200,2023-06-01
443,2270,276,1,1790.52,2023-07-30 00:00:00,Lisa Rowe,Mouse,South America,Samuel Newman,1790.5200,2023-07-30
444,3022,181,7,1663.56,2021-01-03 00:00:00,Alejandra Thompson,Monitor,Europe,Brian Howard,11644.9200,2021-01-03
445,1138,64,8,772.44,2020-01-31 00:00:00,Robin Baker,Monitor,North America,Marie Guzman,6179.5200,2020-01-31
446,4629,381,1,1528.92,2022-10-25 00:00:00,Amy Knight,Mouse,Asia,Patricia Navarro,1528.9200,2022-10-25
447,4137,47,10,1269.21,2023-07-14 00:00:00,Martin Hurley,Mouse,Europe,Richard Wilson,12692.1000,2023-07-14
448,4838,253,6,121.75,2021-10-06 00:00:00,Tracy Hill DDS,Mouse,Africa,Madison Holden,730.5000,2021-10-06
449,4425,4,4,1969.31,2022-07-31 00:00:00,Lindsay Harris,Monitor,North America,Rachel Salazar,7877.2400,2022-07-31
450,5544,292,9,1013.32,2022-02-04 00:00:00,Robert Walker,Smartphone,Africa,Bradley Rodriguez,9119.8800,2022-02-04
451,3875,34,10,300.08,2019-05-14 00:00:00,Diana Peters,Smartphone,Asia,Dalton Ellison,3000.8000,2019-05-14
452,4734,452,9,1471.35,2020-07-15 00:00:00,Mike Park,Smartphone,Africa,Loretta Gilmore,13242.1500,2020-07-15
453,1378,497,9,1248.19,2022-10-26 00:00:00,Herbert Webster,Keyboard,South America,Erik Wolf,11233.7100,2022-10-26
454,1032,481,7,1299.88,2022-08-24 00:00:00,Shawn Walsh,Laptop,Asia,Patrick Davis,9099.1600,2022-08-24
455,8086,433,7,584.37,2022-10-24 00:00:00,Leah Lawson,Keyboard,South America,Cindy Perez,4090.5900,2022-10-24
456,9119,186,9,1530.09,2023-12-16 00:00:00,Nicole Mack,Mouse,Europe,Jill Hansen,13770.8100,2023-12-16
457,1769,143,7,1088.2,2020-10-09 00:00:00,Andrew Williams,Laptop,South America,Dwayne Pierce,7617.4000,2020-10-09
458,4188,172,2,1766.19,2023-07-13 00:00:00,Andrew Nelson,Laptop,Africa,Douglas Cooley,3532.3800,2023-07-13
459,4696,354,7,1917.66,2020-05-26 00:00:00,Cassandra Moody,Smartphone,Europe,Jacqueline Holmes,13423.6200,2020-05-26
460,6394,160,2,1270.69,2019-07-18 00:00:00,Jeremy Brown,Laptop,South America,Timothy Mack,2541.3800,2019-07-18
461,8077,414,1,1205.44,2022-07-06 00:00:00,Lisa Waller,Tablet,Asia,Juan Freeman,1205.4400,2022-07-06
462,5049,56,8,514.8,2020-11-28 00:00:00,Steven Davis,Headphones,North America,Nancy Cox,4118.4000,2020-11-28
463,6465,267,4,1889.92,2023-05-08 00:00:00,Haley Watkins,Keyboard,Australia,Nicole Rogers,7559.6800,2023-05-08
464,8184,392,2,1269.43,2022-03-31 00:00:00,Emily Bolton,Laptop,North America,Kevin Wallace,2538.8600,2022-03-31
465,1994,470,1,785.92,2023-12-28 00:00:00,Molly Welch,Headphones,Africa,Edward Lopez DVM,785.9200,2023-12-28
466,2065,401,3,170.9,2023-07-02 00:00:00,Philip Blake,Monitor,North America,Gina White,512.7000,2023-07-02
467,5939,313,7,178.29,2022-10-19 00:00:00,Jennifer Cole,Laptop,Australia,Michael Fritz,1248.0300,2022-10-19
468,1855,151,7,833.28,2022-06-18 00:00:00,Cindy Baker,Headphones,South America,Rhonda Gilbert,5832.9600,2022-06-18
469,4819,443,10,1585.58,2022-07-01 00:00:00,Kelly Burke,Laptop,South America,Sarah Odom,15855.8000,2022-07-01
470,7290,238,7,1765.88,2022-06-22 00:00:00,Ronald Thornton,Laptop,Asia,Angela Ashley,12361.1600,2022-06-22
471,1425,233,9,689.98,2020-01-30 00:00:00,Brandon Nichols,Laptop,North America,Cindy Nichols,6209.8200,2020-01-30
472,1201,305,2,1206.13,2023-09-18 00:00:00,Amanda Thomas,Smartphone,Australia,Gregory Phelps,2412.2600,2023-09-18
473,3064,327,9,549.76,2021-05-12 00:00:00,Annette Roach,Monitor,Africa,Margaret Mason,4947.8400,2021-05-12
474,8284,96,4,318.46,2019-04-01 00:00:00,Stephanie Ewing,Laptop,Europe,Gregory Smith,1273.8400,2019-04-01
475,6106,300,7,1050.6,2022-08-27 00:00:00,Karen Gutierrez,Headphones,Asia,Michael Jackson,7354.2000,2022-08-27
476,6098,299,9,1562.22,2019-10-29 00:00:00,James Guzman,Monitor,Asia,Jill Smith,14059.9800,2019-10-29
477,6618,150,6,1942.03,2021-11-26 00:00:00,Molly Martinez,Keyboard,Africa,Jasmine Johnson,11652.1800,2021-11-26
478,3369,30,4,1038.86,2023-09-07 00:00:00,Alexandra Murphy,Keyboard,North America,Christopher Ellis,4155.4400,2023-09-07
479,7915,177,4,1954.2,2022-08-04 00:00:00,Amanda Smith,Smartphone,North America,Sarah Bryant,7816.8000,2022-08-04
480,6595,97,8,1404.82,2021-08-15 00:00:00,Scott Blankenship,Keyboard,Africa,Jesse Padilla,11238.5600,2021-08-15
481,6425,437,10,1153.89,2020-11-18 00:00:00,Cynthia Reyes,Keyboard,Asia,Kyle Reed,11538.9000,2020-11-18
482,7859,169,3,254.45,2023-11-30 00:00:00,Joshua Ballard,Headphones,North America,Tara Graves,763.3500,2023-11-30
483,9125,113,1,1295.6,2022-11-20 00:00:00,Gabriella Mooney,Smartphone,South America,Amanda Webb,1295.6000,2022-11-20
484,4492,123,8,1482.44,2023-07-27 00:00:00,Derek Mcdowell,Tablet,Africa,Jonathan Hernandez,11859.5200,2023-07-27
485,7158,106,7,409.28,2019-01-14 00:00:00,Anita Pugh,Tablet,North America,Adrian Poole,2864.9600,2019-01-14
486,2208,184,1,1131.65,2019-10-19 00:00:00,Daniel Rodriguez,Tablet,South America,Dennis Boyle,1131.6500,2019-10-19
487,4185,324,10,1829.78,2021-01-07 00:00:00,Jimmy Brewer,Laptop,North America,Thomas Greene DVM,18297.8000,2021-01-07
488,4262,102,5,389.59,2023-12-19 00:00:00,Randall Patterson,Tablet,Africa,Dorothy Gonzales,1947.9500,2023-12-19
489,3855,174,9,529.63,2020-02-06 00:00:00,Johnathan Horne,Laptop,Europe,Gene Howard,4766.6700,2020-02-06
490,5289,467,2,90.94,2022-10-19 00:00:00,Rachel Wiggins,Smartphone,South America,Mrs. Amber Morris,181.8800,2022-10-19
491,2818,174,4,644.89,2020-05-06 00:00:00,Betty Mckinney,Tablet,Asia,Tracy Best,2579.5600,2020-05-06
492,3807,482,9,1955.35,2022-06-30 00:00:00,Samantha Johnson DDS,Monitor,Africa,Jared Ortiz,17598.1500,2022-06-30
493,2071,61,3,1771.31,2019-09-25 00:00:00,Diana Davis,Headphones,Europe,Deanna Powell,5313.9300,2019-09-25
494,4140,273,7,1403.99,2020-10-13 00:00:00,Melissa Miller,Keyboard,South America,Destiny House,9827.9300,2020-10-13
495,5006,472,1,1538.01,2022-04-17 00:00:00,David Hubbard,Smartphone,Australia,Matthew Phillips,1538.0100,2022-04-17
496,5819,405,3,688.98,2019-04-20 00:00:00,Benjamin Garcia,Mouse,Asia,Jennifer Larsen,2066.9400,2019-04-20
497,3071,436,9,1938.35,2023-12-20 00:00:00,Michael Little,Monitor,Europe,Bradley Andrade PhD,17445.1500,2023-12-20
498,2333,402,8,1592.44,2022-06-13 00:00:00,Jaime Berry,Laptop,Europe,Gregory Savage,12739.5200,2022-06-13
499,9333,199,9,779.82,2021-11-28 00:00:00,Heather Dunlap,Monitor,Europe,Jack Smith,7018.3800,2021-11-28
500,6272,365,6,1074.68,2021-09-16 00:00:00,Megan Maynard,Mouse,South America,Derek Silva,6448.0800,2021-09-16
501,8762,138,10,831.84,2023-06-08 00:00:00,Robert Neal DDS,Keyboard,Africa,Christina Stark,8318.4000,2023-06-08
502,1599,107,4,1795.03,2021-07-14 00:00:00,James Stone,Headphones,Europe,Elizabeth Jones,7180.1200,2021-07-14
503,7486,112,5,878.79,2021-02-11 00:00:00,Katherine Sanchez,Keyboard,Europe,Paul Arnold,4393.9500,2021-02-11
504,7129,131,9,215.28,2023-03-20 00:00:00,Amy Williams,Laptop,Asia,Sherry Smith,1937.5200,2023-03-20
505,8282,266,6,498.85,2019-03-26 00:00:00,Patricia Johnson,Monitor,Australia,Heather Davis,2993.1000,2019-03-26
506,6511,219,8,961.72,2021-04-17 00:00:00,Nathan Wallace,Tablet,South America,Kelly Cook,7693.7600,2021-04-17
507,6194,140,7,98.2,2021-06-23 00:00:00,Jordan Knight,Smartphone,Asia,Cameron Henson,687.4000,2021-06-23
508,2243,184,2,624.31,2021-10-24 00:00:00,Patricia James,Keyboard,Australia,Kristie Byrd,1248.6200,2021-10-24
509,2280,403,5,1856.88,2019-07-21 00:00:00,Matthew Short,Laptop,North America,Edwin Shelton,9284.4000,2019-07-21
510,6902,20,9,440.6,2020-02-07 00:00:00,Caitlyn Hernandez,Mouse,Asia,Katrina Stuart,3965.4000,2020-02-07
511,5096,155,5,421.75,2022-05-22 00:00:00,Brian Johnson,Smartphone,Africa,Tyler Black,2108.7500,2022-05-22
512,9898,468,5,66.64,2020-09-05 00:00:00,Lawrence Moore,Tablet,Asia,Jennifer Edwards,333.2000,2020-09-05
513,7616,485,7,1652.63,2023-04-01 00:00:00,Julie Watkins,Mouse,North America,Michael Johnson,11568.4100,2023-04-01
514,8733,335,9,1979.09,2019-11-02 00:00:00,Virginia Shepherd,Headphones,South America,Antonio Wise,17811.8100,2019-11-02
515,4728,117,4,975.15,2021-11-22 00:00:00,Jennifer Bell,Keyboard,Australia,Danielle Williams,3900.6000,2021-11-22
516,8679,370,8,714.29,2019-06-25 00:00:00,Heidi Williams,Tablet,Europe,Mr. Eric Harris,5714.3200,2019-06-25
517,8025,395,7,458.69,2021-07-10 00:00:00,Elizabeth Love,Headphones,Australia,Gary Olson,3210.8300,2021-07-10
518,1493,192,3,1176.14,2019-09-20 00:00:00,Matthew Duncan,Tablet,Africa,Melissa Knight,3528.4200,2019-09-20
519,1158,256,6,712.65,2021-05-08 00:00:00,Sally Simon DVM,Monitor,Africa,Catherine Morrow,4275.9000,2021-05-08
520,7608,391,9,634.29,2022-04-17 00:00:00,Greg Bond Jr.,Laptop,Australia,Karen Washington,5708.6100,2022-04-17
521,1527,473,3,349.7,2020-11-07 00:00:00,Michael Smith,Keyboard,Africa,Brian Day PhD,1049.1000,2020-11-07
522,7404,196,4,1899.95,2019-05-11 00:00:00,Tom Henderson,Keyboard,South America,Bradley Odonnell,7599.8000,2019-05-11
523,4085,244,2,691.24,2021-07-13 00:00:00,Suzanne Cherry,Mouse,Asia,Brooke Bryant,1382.4800,2021-07-13
524,2527,88,2,1366.03,2019-12-30 00:00:00,Mary Newman,Laptop,Africa,Yvonne Short,2732.0600,2019-12-30
525,9005,14,3,438.05,2021-03-01 00:00:00,David Hardin,Tablet,Europe,Michelle Pace,1314.1500,2021-03-01
526,4818,150,9,186.46,2019-04-28 00:00:00,Richard Kramer,Tablet,Australia,Karen Banks,1678.1400,2019-04-28
527,1180,88,6,1726.43,2021-04-21 00:00:00,Debbie Montgomery,Monitor,Europe,Cindy Adams,10358.5800,2021-04-21
528,2814,67,9,865.91,2023-03-02 00:00:00,Edward Duarte,Laptop,South America,Geoffrey Castro,7793.1900,2023-03-02
529,4382,67,4,654.03,2023-08-03 00:00:00,Bailey Romero,Mouse,Africa,Laura Hall,2616.1200,2023-08-03
530,8778,82,10,1171.43,2020-09-27 00:00:00,Donald Webster,Keyboard,Europe,Crystal Sanchez,11714.3000,2020-09-27
531,9232,367,8,587.11,2019-01-16 00:00:00,Alan Parker,Smartphone,South America,John Joseph,4696.8800,2019-01-16
532,2048,423,7,1229.45,2020-05-20 00:00:00,Victor Bradford,Keyboard,Asia,Ronnie James,8606.1500,2020-05-20
533,9043,236,8,1173.46,2023-02-18 00:00:00,Alexandra Baker,Laptop,Asia,Cynthia Johnson,9387.6800,2023-02-18
534,8476,178,5,812.63,2023-08-14 00:00:00,Christian Kennedy,Headphones,Europe,Wanda Rodriguez,4063.1500,2023-08-14
535,7800,128,3,1804.93,2023-02-10 00:00:00,Craig Dalton,Monitor,South America,Matthew Sims,5414.7900,2023-02-10
536,7302,467,3,1412.12,2019-07-15 00:00:00,Erin Smith,Monitor,Africa,Karen Campbell,4236.3600,2019-07-15
537,1715,123,3,583.86,2022-07-10 00:00:00,Kathy Russell,Keyboard,Asia,Kara Valencia,1751.5800,2022-07-10
538,2093,358,4,1822.04,2021-04-22 00:00:00,Timothy Vargas,Headphones,Australia,Beth Hernandez,7288.1600,2021-04-22
539,2986,189,2,1523.02,2021-10-30 00:00:00,Sheila Sherman,Headphones,Asia,Christina Contreras,3046.0400,2021-10-30
540,7719,231,3,542.89,2021-11-02 00:00:00,Andrew Green,Laptop,South America,Tyler Young PhD,1628.6700,2021-11-02
541,1437,38,8,793.25,2023-03-08 00:00:00,Sarah Williams,Monitor,Europe,Edward Chambers,6346.0000,2023-03-08
542,7499,20,1,538.68,2022-12-23 00:00:00,Michaela Holmes,Smartphone,Asia,Angela Hull MD,538.6800,2022-12-23
543,8606,249,8,183.06,2022-01-28 00:00:00,Nathan Martin,Mouse,Europe,Don Mack,1464.4800,2022-01-28
544,8171,72,8,1649.83,2023-09-20 00:00:00,Meghan Kidd,Smartphone,Europe,Stephen Frost,13198.6400,2023-09-20
545,1295,311,2,395.61,2019-09-12 00:00:00,Cory Holland,Keyboard,Africa,Kristen Zuniga,791.2200,2019-09-12
546,7403,87,2,1359.21,2019-01-23 00:00:00,Vanessa Lee,Mouse,Asia,Ms. Kelly Hester,2718.4200,2019-01-23
547,3514,226,6,396.98,2023-01-03 00:00:00,Chad Fritz,Laptop,Africa,Brandon Walls,2381.8800,2023-01-03
548,9721,111,8,1408.65,2023-09-10 00:00:00,Phillip Johnson,Mouse,Australia,Aaron Santos,11269.2000,2023-09-10
549,2684,200,5,915.77,2022-05-10 00:00:00,Lisa Hernandez,Laptop,North America,Christopher Warren,4578.8500,2022-05-10
550,7183,393,4,1861.2,2021-02-06 00:00:00,Matthew Johnson,Smartphone,Europe,Robert Moran,7444.8000,2021-02-06
551,2497,9,7,104.49,2019-01-30 00:00:00,Stephanie Scott,Tablet,Europe,Steven Fry MD,731.4300,2019-01-30
552,2035,113,2,1604.0,2023-08-28 00:00:00,Natasha Robbins,Mouse,Europe,Kimberly Walker,3208.0000,2023-08-28
553,3736,23,7,1049.38,2023-07-29 00:00:00,Ryan Carrillo,Tablet,Asia,Lisa Miller,7345.6600,2023-07-29
554,4105,320,4,1871.94,2021-03-20 00:00:00,Joseph Smith,Monitor,North America,Tonya Mays,7487.7600,2021-03-20
555,4807,110,2,745.32,2019-12-22 00:00:00,Sarah Marquez,Laptop,South America,Kelly Luna,1490.6400,2019-12-22
556,6181,7,7,464.9,2020-03-26 00:00:00,Jean Haley,Laptop,Africa,Kimberly Bell,3254.3000,2020-03-26
557,5562,333,10,769.51,2019-05-18 00:00:00,Cody Greene,Smartphone,South America,Dustin Choi,7695.1000,2019-05-18
558,5940,393,10,1024.17,2019-07-28 00:00:00,Annette Gutierrez,Mouse,Australia,Tamara Kline,10241.7000,2019-07-28
559,3809,129,2,1219.74,2022-07-16 00:00:00,Catherine Elliott,Mouse,South America,Claudia Walter,2439.4800,2022-07-16
560,3177,171,3,1288.94,2023-12-16 00:00:00,Mark Wallace,Mouse,Asia,Kenneth Castro,3866.8200,2023-12-16
561,8899,35,6,84.42,2022-04-13 00:00:00,Lauren Mann,Monitor,South America,Lisa Thomas,506.5200,2022-04-13
562,9372,328,4,1031.67,2022-12-14 00:00:00,Frank Hernandez,Laptop,Europe,George Schultz,4126.6800,2022-12-14
563,1347,316,2,652.25,2023-02-20 00:00:00,Charles House,Monitor,Europe,Lauren Adams,1304.5000,2023-02-20
564,2300,31,3,780.32,2020-08-30 00:00:00,Harry Holmes,Smartphone,Europe,Denise Osborne,2340.9600,2020-08-30
565,7156,105,1,514.22,2023-01-25 00:00:00,Jerry Howard,Keyboard,South America,Elizabeth Powell,514.2200,2023-01-25
566,6385,69,5,669.2,2023-05-31 00:00:00,Michael Wagner,Headphones,North America,Stephanie Butler,3346.0000,2023-05-31
567,9533,406,7,1313.69,2020-08-13 00:00:00,Barbara Cook,Headphones,North America,Olivia Bridges,9195.8300,2020-08-13
568,4752,434,6,718.32,2020-02-26 00:00:00,Sara Davis,Keyboard,North America,Wanda Krueger,4309.9200,2020-02-26
569,5068,411,4,1235.72,2021-02-20 00:00:00,Morgan Daniels,Keyboard,Asia,Thomas Carr,4942.8800,2021-02-20
570,4007,227,1,176.0,2021-10-03 00:00:00,Lisa Mccarthy,Laptop,Europe,Sheila Rogers,176.0000,2021-10-03
571,1853,325,3,1879.64,2019-09-15 00:00:00,Dylan Mullins,Laptop,Europe,John Nash,5638.9200,2019-09-15
572,9992,426,4,510.8,2019-06-10 00:00:00,Paula Parker,Monitor,Africa,Collin Hale,2043.2000,2019-06-10
573,8652,160,3,1457.26,2020-05-16 00:00:00,Nicole Garcia,Monitor,Europe,Heather Jones,4371.7800,2020-05-16
574,5079,156,5,1174.02,2022-07-25 00:00:00,Mike Morgan,Smartphone,Asia,Andrew Moran,5870.1000,2022-07-25
575,8883,41,6,826.58,2019-12-10 00:00:00,Anthony Salazar,Monitor,South America,Ann King,4959.4800,2019-12-10
576,7925,259,10,1483.11,2023-04-07 00:00:00,Devin Lewis,Smartphone,South America,Laura Taylor,14831.1000,2023-04-07
577,1324,391,7,883.42,2019-06-20 00:00:00,Christopher Clark,Headphones,Asia,Kara Rodriguez,6183.9400,2019-06-20
578,9801,79,9,1466.96,2020-06-10 00:00:00,David Diaz,Monitor,South America,David Romero,13202.6400,2020-06-10
579,6011,233,5,781.54,2022-05-26 00:00:00,Holly Hall,Monitor,North America,Paula Robertson,3907.7000,2022-05-26
580,6459,70,8,431.65,2020-01-24 00:00:00,Melissa Hartman,Laptop,North America,Andre Burton,3453.2000,2020-01-24
581,9203,374,6,1008.33,2021-05-01 00:00:00,Zachary Jones,Monitor,Africa,Brittany Conley,6049.9800,2021-05-01
582,7113,197,8,650.23,2022-04-19 00:00:00,Casey Howard Jr.,Laptop,South America,Michelle Collier,5201.8400,2022-04-19
583,1636,472,2,800.41,2022-03-04 00:00:00,Jared Holmes,Smartphone,Europe,Justin Henson,1600.8200,2022-03-04
584,8148,491,5,1553.98,2023-03-20 00:00:00,Zachary Jones,Mouse,Asia,Julia Hunter,7769.9000,2023-03-20
585,9349,364,8,1288.21,2021-01-24 00:00:00,Cody Fernandez,Mouse,North America,Corey Hill,10305.6800,2021-01-24
586,7313,475,7,1484.55,2020-05-11 00:00:00,Emily Donovan,Monitor,North America,Haley Nelson,10391.8500,2020-05-11
587,6921,324,1,1410.07,2022-08-14 00:00:00,Katherine Mitchell,Smartphone,Asia,Ralph Hernandez,1410.0700,2022-08-14
588,8462,484,3,545.86,2022-05-18 00:00:00,Elizabeth Smith,Keyboard,Africa,April Delgado,1637.5800,2022-05-18
589,3644,7,2,1553.4,2022-08-12 00:00:00,Ann Thomas,Mouse,South America,Michael Turner,3106.8000,2022-08-12
590,7515,362,10,1949.58,2019-06-14 00:00:00,Albert Steele,Keyboard,Europe,Veronica Blankenship,19495.8000,2019-06-14
591,7929,85,7,543.1,2020-09-10 00:00:00,Frank Santana,Keyboard,Australia,Kathy Jones,3801.7000,2020-09-10
592,7271,301,5,1481.17,2023-03-22 00:00:00,Emma Lee,Mouse,North America,Gina Ramirez MD,7405.8500,2023-03-22
593,2790,326,10,1564.55,2020-12-06 00:00:00,Howard Webster,Headphones,Europe,Andrew Lowery,15645.5000,2020-12-06
594,5407,384,4,1863.53,2021-03-26 00:00:00,Scott Lee,Mouse,Asia,Lisa Collier,7454.1200,2021-03-26
595,1105,87,8,53.08,2019-05-24 00:00:00,Michael White,Headphones,Africa,Joseph Dunn,424.6400,2019-05-24
596,7845,269,7,1326.32,2023-02-10 00:00:00,Connie Briggs,Monitor,Europe,Kelly Schmidt,9284.2400,2023-02-10
597,3890,192,3,1422.89,2020-02-10 00:00:00,Joel Ward,Monitor,Europe,Teresa Perez,4268.6700,2020-02-10
598,9234,486,2,928.79,2023-07-26 00:00:00,Elizabeth Douglas,Smartphone,Europe,David Hill,1857.5800,2023-07-26
599,4292,31,3,1627.9,2020-01-28 00:00:00,Caleb Ellis,Tablet,South America,James Gentry,4883.7000,2020-01-28
600,8220,321,10,262.93,2022-07-27 00:00:00,James Graham,Smartphone,North America,Jo Christensen,2629.3000,2022-07-27
601,5802,44,7,293.13,2019-05-12 00:00:00,Jennifer Hudson,Tablet,North America,Andrew Carpenter Jr.,2051.9100,2019-05-12
602,4846,245,8,1361.97,2019-07-26 00:00:00,Melanie Mcdonald,Laptop,North America,Shelly Jones,10895.7600,2019-07-26
603,5359,385,1,1347.38,2023-06-05 00:00:00,Angela Lee,Laptop,North America,Elizabeth Galloway DDS,1347.3800,2023-06-05
604,4458,268,1,782.55,2021-12-01 00:00:00,Joseph Becker,Headphones,Asia,Linda Pugh,782.5500,2021-12-01
605,8961,243,6,1228.52,2020-11-20 00:00:00,Linda Lucas,Tablet,Africa,Christopher Smith,7371.1200,2020-11-20
606,6620,162,4,1884.93,2022-09-24 00:00:00,Chelsea Williams,Monitor,South America,Timothy Hale,7539.7200,2022-09-24
607,1937,500,6,1752.5,2023-07-10 00:00:00,Natalie Johnson,Laptop,North America,Henry Ferguson,10515.0000,2023-07-10
608,8486,446,7,1464.18,2023-12-24 00:00:00,Jennifer Weiss,Smartphone,North America,Kelly Rodriguez MD,10249.2600,2023-12-24
609,3013,445,9,594.96,2022-12-03 00:00:00,Emily Brown,Headphones,Europe,Peter Thompson,5354.6400,2022-12-03
610,7036,232,10,1388.06,2023-11-17 00:00:00,Alexander Wilson,Monitor,Australia,Carla Porter,13880.6000,2023-11-17
611,7768,339,4,56.1,2022-07-30 00:00:00,Ryan Berry,Headphones,Asia,Kayla King,224.4000,2022-07-30
612,1272,325,6,1753.2,2023-07-12 00:00:00,Logan Francis,Mouse,Asia,Sonya Weeks,10519.2000,2023-07-12
613,8279,120,10,994.85,2023-02-22 00:00:00,Nicholas Kelly,Keyboard,North America,Matthew Murphy,9948.5000,2023-02-22
614,6707,220,8,1974.4,2023-10-22 00:00:00,Angela Silva,Mouse,North America,Jake Lowe,15795.2000,2023-10-22
615,7305,151,10,430.4,2019-10-21 00:00:00,Melissa Smith,Headphones,Australia,Michael Thomas,4304.0000,2019-10-21
616,9267,17,3,1020.95,2019-06-28 00:00:00,Michelle Hughes,Tablet,Africa,Angela Levine,3062.8500,2019-06-28
617,9990,448,8,377.7,2021-07-02 00:00:00,Miguel Reed,Laptop,South America,Dennis Goodman,3021.6000,2021-07-02
618,9858,124,4,462.7,2023-03-23 00:00:00,Kimberly Dodson,Mouse,Africa,Bradley Matthews,1850.8000,2023-03-23
619,2465,55,7,1987.05,2019-03-01 00:00:00,Lauren Hall,Smartphone,Asia,Elizabeth Jenkins,13909.3500,2019-03-01
620,7283,393,5,479.73,2020-06-11 00:00:00,Jennifer Garcia,Mouse,South America,Jack Hall,2398.6500,2020-06-11
621,3016,341,3,1849.34,2022-07-21 00:00:00,Amanda Reed,Mouse,South America,Emily Parks,5548.0200,2022-07-21
622,2481,408,6,1750.28,2022-03-25 00:00:00,Matthew Simpson,Headphones,Australia,Cory Neal,10501.6800,2022-03-25
623,2059,330,6,785.17,2023-01-09 00:00:00,Johnathan Fowler,Mouse,Africa,Robin Sharp,4711.0200,2023-01-09
624,7252,335,9,1934.18,2021-06-13 00:00:00,Amanda Barnett,Headphones,Europe,Daniel Mills,17407.6200,2021-06-13
625,4662,133,2,617.4,2019-08-17 00:00:00,Nicole Hensley,Laptop,Asia,Carlos Taylor,1234.8000,2019-08-17
626,4082,382,2,1167.04,2019-09-18 00:00:00,Hannah Nelson,Headphones,Asia,Eric Olson,2334.0800,2019-09-18
627,7229,296,1,656.06,2022-04-23 00:00:00,Aimee Holt,Keyboard,Europe,Jamie Deleon,656.0600,2022-04-23
628,7359,217,6,1554.0,2023-06-22 00:00:00,Timothy Webster,Mouse,Europe,Jamie Wyatt,9324.0000,2023-06-22
629,9515,340,10,1202.01,2019-08-07 00:00:00,Carol Weiss,Monitor,North America,Diane Gonzales,12020.1000,2019-08-07
630,9819,437,8,666.06,2023-07-30 00:00:00,Holly Smith,Tablet,Europe,Barry Freeman,5328.4800,2023-07-30
631,9189,349,8,337.48,2020-08-03 00:00:00,Theresa Richardson,Smartphone,Africa,Alexandria Watson,2699.8400,2020-08-03
632,1562,307,6,652.34,2022-11-11 00:00:00,Danielle Perry,Laptop,Asia,Cheryl Morrison,3914.0400,2022-11-11
633,8836,324,4,1015.3,2022-12-13 00:00:00,Jason Wade,Monitor,North America,Laura Alvarado,4061.2000,2022-12-13
634,6458,79,4,1703.74,2023-07-18 00:00:00,Douglas Snow,Smartphone,Africa,Cody Graves,6814.9600,2023-07-18
635,1861,473,3,1720.72,2023-01-29 00:00:00,Justin Brown,Monitor,Asia,Lorraine West,5162.1600,2023-01-29
636,3608,12,9,814.96,2021-05-15 00:00:00,Mario Evans,Mouse,South America,Gary Steele,7334.6400,2021-05-15
637,6706,388,7,812.57,2021-12-17 00:00:00,Shannon Kelley,Mouse,Asia,Elizabeth Gibson,5687.9900,2021-12-17
638,5626,357,4,1417.16,2022-01-27 00:00:00,Todd Vance,Monitor,North America,Mary Hoffman,5668.6400,2022-01-27
639,3144,166,10,1738.42,2019-04-21 00:00:00,Brian Brown,Headphones,Africa,Tyler Stewart,17384.2000,2019-04-21
